Team,Position,Defensive duels per 90,Aerial duels per 90,"Aerial duels won, %",PAdj Interceptions,Non-penalty goals per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,Touches in box per 90,Progressive runs per 90,Accelerations per 90,Passes per 90,"Accurate passes, %",xA per 90,Smart passes per 90,Key passes per 90,Passes to final third per 90,Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Distance,Club Fit %,League,League Strength,Adjusted Fit %,Avg Team Market Value,Final Fit %
Plymouth Argyle,"CF, AMF",4.18,7.93,33.18,2.59,0.36,0.19,1.26,54.29,28.571,1.37,39.47,1.84,37.25,6.52,2.34,1.22,0.36,18.55,72.43,0.1,0.22,0.5,2.13,1.87,50.0,0.54,9.756054266007412,64.61,England 2.,71.43,58.69986485999999,1380000.0,56.08990540199999
Plymouth Argyle,"CF, LWF, LW",3.29,3.64,9.43,1.8,0.14,0.15,1.1,31.25,12.5,0.62,55.56,1.71,52.0,6.93,1.92,0.55,0.14,14.06,75.12,0.06,0.21,0.14,0.96,0.96,50.0,0.27,14.198322849706802,36.25,England 2.,71.43,32.9340675,1380000.0,38.05384725
Plymouth Argyle,"CF, RWF",3.47,6.79,21.74,1.92,0.26,0.4,1.99,40.74,18.519,0.85,8.7,1.18,40.63,4.09,3.69,0.74,0.11,8.04,61.93,0.03,0.04,0.22,0.77,0.63,41.18,0.37,10.684682811029559,58.68,England 2.,71.43,53.31230568,1380000.0,52.318613976
Portsmouth,CF,3.79,13.25,27.905,2.54,0.32999999999999996,0.32,1.5150000000000001,44.53,25.377499999999998,0.245,4.545,0.41,43.59,5.375,2.71,0.03,0.0,12.51,60.364999999999995,0.015,0.165,0.125,1.5099999999999998,0.725,37.875,0.355,11.720431010572911,52.07,England 2.,71.43,47.306948819999995,358333.3333333333,48.114864174
Portsmouth,"CF, AMF",2.73,8.34,34.48,0.95,0.0,0.06,0.72,0.0,0.0,0.86,33.33,2.3,50.0,9.92,2.3,1.01,0.0,9.63,67.16,0.01,0.0,0.29,0.86,0.58,50.0,0.14,15.564798442096668,27.52,England 2.,71.43,25.00263552,358333.3333333333,32.501844864
Preston North End,CF,2.225,4.56,25.58,1.4249999999999998,0.37,0.315,1.75,46.54,21.731,0.5,17.045,1.5799999999999998,48.19,7.965,2.69,0.825,0.21,11.075,70.395,0.03,0.03,0.175,0.7250000000000001,0.6799999999999999,43.33,0.37,10.67161418072918,58.76,England 2.,71.43,53.38498776,2620000.0,52.369491432
Preston North End,"CF, AMF",3.5,4.43,22.58,2.66,0.21,0.2,0.71,50.0,30.0,0.21,33.33,0.43,66.67,4.86,1.86,0.21,0.0,20.87,81.16,0.09,0.07,0.29,2.14,0.5,42.86,0.29,13.976479072445569,37.66,England 2.,71.43,34.21508915999999,2620000.0,38.950562412
Preston North End,"CF, AMF, LCMF",6.98,2.59,21.259999999999998,2.88,0.085,0.14,1.5350000000000001,27.0,8.4385,2.395,38.165,2.275,42.75,8.485,1.8900000000000001,1.97,0.29500000000000004,30.14,74.145,0.15500000000000003,0.40499999999999997,0.58,4.625,3.1550000000000002,47.415,0.9950000000000001,13.909526606500703,38.09,England 2.,71.43,34.605755339999995,2620000.0,39.224028737999994
Queens Park Rangers,CF,3.075,7.405,28.42,1.8450000000000002,0.25,0.33499999999999996,1.89,40.285,16.857,0.29500000000000004,30.95,0.8400000000000001,50.595,6.4399999999999995,2.7800000000000002,0.545,0.07,13.04,74.155,0.030000000000000002,0.045,0.095,1.24,0.365,53.335,0.495,10.412307324824981,60.42,England 2.,71.43,54.89314091999999,1375000.0,53.42519864399999
Queens Park Rangers,"CF, LAMF",4.625,8.06,30.115000000000002,2.7350000000000003,0.29500000000000004,0.185,1.785,30.195,16.233999999999998,0.89,23.375,3.185,44.84,11.36,2.585,1.2,0.55,15.05,75.15,0.045,0.05,0.25,1.04,0.545,52.78,0.4,10.944763991923166,57.02,England 2.,71.43,51.80415252,1375000.0,51.262906764
RB Leipzig,CF,2.2399999999999998,3.74,44.355000000000004,1.9500000000000002,0.35,0.33,2.455,44.495000000000005,16.0775,1.095,33.675,3.375,48.715,10.245000000000001,3.71,1.37,0.405,19.22,71.425,0.08,0.175,0.37,1.615,1.24,39.739999999999995,0.7849999999999999,8.637667126812818,71.75,Germany 1.,94.29,53.238499999999995,55000000.0,52.266949999999994
Rayo Vallecano,CF,4.19,5.453333333333333,27.996666666666666,3.106666666666667,0.14666666666666667,0.31,1.6133333333333333,39.166666666666664,10.0,0.6433333333333333,34.28666666666667,1.3566666666666667,46.03,7.916666666666667,3.1,0.7000000000000001,0.17,16.263333333333332,74.70666666666666,0.043333333333333335,0.07333333333333333,0.21666666666666667,1.19,0.9833333333333334,47.776666666666664,0.6333333333333333,9.68045396047929,65.09,Spain 1.,94.29,48.29678,1766666.6666666667,48.807745999999995
Real Betis,CF,3.6966666666666668,4.636666666666667,28.349999999999998,2.19,0.2866666666666667,0.3466666666666667,2.5766666666666667,41.833333333333336,10.888333333333334,0.7000000000000001,32.97666666666667,2.2266666666666666,42.04666666666667,8.51,3.3366666666666664,1.2566666666666666,0.24,14.926666666666664,74.70666666666666,0.03666666666666667,0.13333333333333333,0.12,1.4666666666666668,1.26,59.800000000000004,0.6366666666666666,9.218475550908495,68.04,Spain 1.,94.29,50.485679999999995,12125000.0,50.33997599999999
Real Betis,"CF, RAMF, LAMF",3.69,2.88,36.0,2.82,0.23,0.31,1.96,64.71,11.765,3.35,31.03,2.54,59.09,8.08,3.92,1.15,0.0,24.92,73.61,0.2,0.12,0.69,1.5,3.12,48.15,1.04,9.996678323835317,63.07,Spain 1.,94.29,46.79793999999999,12125000.0,47.758557999999994
Real Madrid,CF,2.27,1.3099999999999998,43.18,1.185,0.43999999999999995,0.635,4.455,43.945,11.781500000000001,1.095,12.5,5.26,43.705,10.535,5.965,3.1900000000000004,0.7150000000000001,22.52,81.79499999999999,0.11000000000000001,0.115,0.42500000000000004,1.645,1.785,58.335,1.605,11.91237104522054,50.84,Spain 1.,94.29,37.723279999999995,120000000.0,41.406296
Real Madrid,"CF, LAMF, LWF",3.24,0.41,18.18,1.2,0.34,0.49,2.83,34.21,14.474,3.2,32.56,9.88,51.32,16.92,5.66,7.04,1.19,32.5,75.92,0.28,0.89,1.01,3.2,2.98,51.25,1.68,19.87628936907176,0.0,Spain 1.,94.29,0.0,120000000.0,15.0
Real Sociedad,CF,2.515,6.045,26.37,2.79,0.225,0.355,1.4500000000000002,43.055,20.8335,0.72,33.33,1.1,43.765,6.555,3.0,0.655,0.02,15.739999999999998,72.16499999999999,0.02,0.14,0.11,1.175,0.895,53.0,0.54,9.864313171067373,63.92,Spain 1.,94.29,47.42864,25000000.0,48.200048
Real Valladolid,CF,3.215,8.365,49.525,1.4649999999999999,0.12000000000000001,0.27,1.585,28.47,7.3385,0.15000000000000002,25.0,1.51,46.43,8.23,2.38,0.6,0.07,10.695,75.25,0.02,0.2,0.16499999999999998,1.245,0.53,58.57,0.405,11.985672665237358,50.37,Spain 1.,94.29,37.37453999999999,2100000.0,41.16217799999999
Real Valladolid,"CF, LW",2.68,6.23,36.36,1.47,0.05,0.27,0.98,36.84,26.316,0.67,15.38,1.08,52.38,5.92,1.6,0.88,0.15,11.48,67.26,0.04,0.05,0.21,0.98,0.51,60.0,0.31,12.887467413509272,44.62,Spain 1.,94.29,33.10803999999999,2100000.0,38.17562799999999
Reims,CF,4.51,6.366666666666667,28.333333333333332,2.14,0.14333333333333334,0.21,1.3633333333333333,23.28,10.052999999999999,0.3666666666666667,10.256666666666666,1.9166666666666667,45.85333333333333,9.036666666666667,3.0400000000000005,1.05,0.18999999999999997,13.01,74.33333333333333,0.08666666666666667,0.10333333333333333,0.22999999999999998,1.08,0.4466666666666667,20.37,0.48,10.747781789098722,58.28,France 1.,91.43,43.243759999999995,1000000.0,45.27063199999999
Reims,"CF, AMF",4.29,0.97,20.0,0.52,0.0,0.26,1.75,33.33,0.0,1.56,25.0,3.51,38.89,8.96,3.9,2.14,0.58,15.78,80.25,0.03,0.0,0.58,1.95,1.17,33.33,0.97,12.276795551790572,48.52,France 1.,91.43,36.00184,1000000.0,40.201288
Rennes,CF,1.8900000000000001,3.73,33.375,1.225,0.345,0.45999999999999996,2.065,46.435,20.1925,0.65,11.765,2.89,44.905,11.23,3.4000000000000004,1.045,0.175,15.75,73.38499999999999,0.08499999999999999,0.09,0.155,0.885,1.0350000000000001,46.43,0.62,8.073829897397616,75.35,France 1.,91.43,55.90969999999999,9333333.333333334,59.13678999999999
Rennes,"CF, RAMF, RW",2.96,1.65,29.41,1.59,0.15,0.25,1.84,34.21,7.895,1.21,24.0,5.33,48.18,13.04,3.44,4.12,0.58,20.32,79.95,0.12,0.15,0.34,1.45,1.7,54.29,1.41,11.750329410294977,51.88,France 1.,91.43,38.49496,9333333.333333334,46.94647199999999
Roma,CF,2.92,4.875,33.78,1.71,0.32499999999999996,0.44,2.1,43.93,17.143,0.355,0.0,1.4300000000000002,41.31,8.864999999999998,4.12,1.15,0.35,16.795,79.05,0.060000000000000005,0.165,0.495,0.875,0.73,59.34,1.18,7.135667613667027,81.34,Italy 1.,97.14,60.354279999999996,20000000.0,57.24799599999999
Roma,"CF, AMF, RWF",2.47,1.39,39.13,1.71,0.18,0.35,2.83,36.17,12.766,1.63,37.04,3.92,60.0,11.69,3.49,2.35,0.48,39.52,85.37,0.31,0.12,0.84,4.16,3.55,54.24,1.99,15.103679627380787,30.47,Italy 1.,97.14,22.608739999999994,20000000.0,30.826117999999994
Saint-Étienne,CF,4.095,5.515000000000001,29.765,1.9000000000000001,0.37,0.385,1.845,41.985,22.8845,0.9650000000000001,25.0,1.7,56.335,8.03,3.4749999999999996,0.81,0.21000000000000002,18.92,74.625,0.045,0.16,0.30000000000000004,1.0699999999999998,1.02,36.825,0.57,9.190403960827355,68.22,France 1.,91.43,50.61923999999999,1250000.0,50.43346799999999
Sevilla,CF,4.95,5.25,42.18,2.92,0.175,0.28500000000000003,2.04,30.634999999999998,8.5455,0.735,29.71,1.58,48.61,8.235,3.4850000000000003,0.62,0.095,14.219999999999999,71.525,0.025,0.175,0.135,1.21,0.99,37.31,0.29000000000000004,10.348275798110208,60.83,Spain 1.,94.29,45.135859999999994,10000000.0,48.737959142857136
Sevilla,"CF, LWF",1.64,4.31,33.33,0.94,0.0,0.35,1.64,12.5,0.0,0.21,0.0,0.62,66.67,4.92,2.26,0.62,0.0,14.35,77.14,0.02,0.0,0.0,0.62,0.21,100.0,0.41,14.841386227903,32.14,Spain 1.,94.29,23.847879999999996,10000000.0,33.83637314285714
Sheffield United,CF,2.14,6.803333333333334,40.03333333333333,2.0533333333333332,0.31333333333333335,0.4066666666666667,2.31,46.46333333333333,15.536000000000001,0.9033333333333333,28.596666666666664,1.29,59.673333333333325,6.253333333333333,3.6799999999999997,0.84,0.10333333333333335,12.31,73.95333333333333,0.06666666666666667,0.05333333333333334,0.29,0.9433333333333334,0.6733333333333333,66.05333333333333,0.62,9.23426279292519,67.94,England 2.,71.43,61.72525643999999,2600000.0,58.20767950799999
Sheffield Wednesday,CF,2.86,10.42,53.16,2.98,0.31,0.32,2.2,46.0,16.0,0.53,33.33,0.35,25.0,6.11,3.34,0.22,0.04,16.39,68.36,0.07,0.26,0.35,1.49,0.97,50.0,0.66,8.712031444899317,71.27,England 2.,71.43,64.75064802,1350000.0,60.325453614
Sheffield Wednesday,"CF, AMF",5.22,3.71,36.36,2.95,0.25,0.28,1.52,27.78,16.667,0.67,25.0,1.85,31.82,7.16,3.12,1.26,0.17,15.76,81.28,0.01,0.0,0.25,2.36,0.67,50.0,0.51,10.429998887791555,60.31,England 2.,71.43,54.79320306,1350000.0,53.355242142
Sheffield Wednesday,"CF, LWF",2.64,6.72,18.69,2.13,0.0,0.19,1.01,25.0,0.0,0.19,33.33,1.32,33.33,6.6,2.14,0.57,0.0,11.06,81.25,0.04,0.0,0.13,0.63,0.57,88.89,0.69,13.68115437133442,39.55,England 2.,71.43,35.9322033,1350000.0,40.15254231
Sheffield Wednesday,"CF, RW, RB",3.75,9.38,50.71,3.64,0.4,0.29,1.54,39.13,26.087,1.88,28.57,1.07,56.25,5.36,2.81,0.4,0.07,15.48,58.01,0.12,0.0,0.34,2.21,1.41,23.81,0.34,11.39022020096164,54.17,England 2.,71.43,49.21485341999999,1350000.0,49.45039739399999
Sint-Truiden,CF,3.393333333333333,7.94,34.24,2.1233333333333335,0.3066666666666667,0.4566666666666667,2.276666666666667,42.343333333333334,14.891,1.1166666666666667,25.793333333333333,3.2399999999999998,50.153333333333336,12.386666666666668,4.123333333333334,1.5633333333333332,0.38000000000000006,19.05333333333333,73.76333333333334,0.07666666666666667,0.08666666666666667,0.33,1.4566666666666668,1.1900000000000002,38.096666666666664,0.6833333333333332,7.782958675710259,77.2,Belgium 1.,68.57,72.4786024,475000.0,65.73502167999999
Sint-Truiden,"CF, LWF, LW",3.32,2.1,40.58,2.1,0.58,0.51,3.45,42.48,18.584,0.7,21.74,4.36,48.95,8.84,4.54,1.83,0.64,18.6,75.08,0.03,0.03,0.24,1.37,0.95,58.06,0.43,9.928321935156742,63.51,Belgium 1.,68.57,59.625855419999986,475000.0,56.73809879399999
Southampton,CF,3.32,7.086666666666666,32.29333333333333,1.8,0.20333333333333334,0.26666666666666666,1.593333333333333,40.14,12.366999999999999,0.2333333333333333,7.406666666666666,1.2333333333333332,39.46333333333333,8.966666666666667,2.8266666666666667,0.5066666666666667,0.16333333333333333,14.959999999999999,78.47,0.05000000000000001,0.0,0.06999999999999999,1.3066666666666666,0.4833333333333334,48.41,0.43,10.141348855229763,62.15,England 1.,100.0,46.11529999999999,10900000.0,47.28070999999999
Southampton,"CF, LW, LWF",3.83,2.96,29.41,0.8,0.0,0.19,1.91,9.09,0.0,1.04,16.67,2.09,50.0,5.05,3.66,2.79,0.52,28.2,79.63,0.0,0.17,0.17,1.91,1.39,25.0,0.87,13.778658681892525,38.93,England 1.,100.0,28.886059999999997,10900000.0,35.220242
Southampton,"CF, LW, RW",2.68,0.85,15.38,1.19,0.13,0.28,1.76,33.33,7.407,1.31,35.0,1.76,48.15,4.18,3.2,1.11,0.26,17.95,82.55,0.09,0.0,0.33,0.78,1.04,62.5,0.72,11.5298646771375,53.28,England 1.,100.0,39.533759999999994,10900000.0,42.673632
St. Pauli,CF,2.17,5.12,22.52,0.79,0.09,0.24,1.43,38.71,9.677,2.12,23.91,1.62,45.71,7.52,3.42,0.83,0.28,24.05,78.12,0.06,0.05,0.37,1.38,1.62,40.0,0.55,11.125456157833778,55.87,Germany 1.,94.29,41.45553999999999,1250000.0,44.018877999999994
St. Pauli,"CF, AMF",4.26,2.69,14.63,2.13,0.13,0.12,2.23,35.29,5.882,1.24,47.37,1.7,53.85,7.4,1.77,1.18,0.26,30.26,79.44,0.18,0.2,0.33,5.17,2.62,60.0,0.98,14.58645184363815,33.77,Germany 1.,94.29,25.057339999999996,1250000.0,32.540138
Standard Liège,CF,3.0075,6.295,29.6025,1.9224999999999999,0.19,0.3775,2.0475,44.35,17.79925,1.0125,30.2775,2.025,38.7625,8.7975,3.4675000000000002,0.8325,0.1425,17.37,71.8625,0.095,0.0625,0.3125,1.5075,1.115,51.5575,0.665,7.394233168543945,79.69,Belgium 1.,68.57,74.81631897999999,1950000.0,67.37142328599998
Stoke City,CF,3.495,7.085,22.83,1.58,0.185,0.25,1.365,37.254999999999995,14.216000000000001,0.595,25.0,1.865,37.585,7.225,2.885,1.1,0.135,13.47,69.265,0.06,0.0,0.135,1.025,0.745,68.75,0.745,10.412831843585716,60.41,England 2.,71.43,54.88405565999999,1000000.0,53.41883896199999
Stoke City,"CF, LAMF",5.04,11.35,50.69,3.69,0.24,0.26,1.58,40.0,15.0,0.55,14.29,2.13,59.26,6.23,2.05,0.79,0.32,11.03,55.0,0.02,0.08,0.16,1.42,0.87,36.36,0.39,14.349451654369448,35.28,England 2.,71.43,32.05279728,1000000.0,37.436958096
Strasbourg,CF,4.365,4.115,38.245000000000005,2.37,0.305,0.33,1.8900000000000001,44.79,14.7915,0.23500000000000001,0.0,1.9500000000000002,44.105000000000004,8.71,2.565,1.14,0.325,14.0,78.73,0.035,0.0,0.14,1.065,0.525,47.32,0.295,10.215921796955465,61.67,France 1.,91.43,45.759139999999995,7666666.666666667,59.174255142857135
Strasbourg,"CF, AMF, RCMF",6.25,1.94,40.48,3.54,0.19,0.14,0.88,47.37,21.053,0.88,31.58,1.71,51.35,5.56,2.22,1.57,0.51,32.04,80.78,0.09,0.19,0.56,2.92,1.06,43.48,0.51,13.327396853938966,41.81,France 1.,91.43,31.02302,7666666.666666667,48.858971142857136
Stuttgart,CF,2.48,5.01,36.28,2.53,0.66,0.68,2.75,48.39,24.194,0.53,8.33,0.84,47.37,6.91,4.74,0.71,0.09,14.58,75.68,0.07,0.13,0.31,1.11,0.62,64.29,0.8,6.603334400276138,84.73,Germany 1.,94.29,62.869659999999996,19000000.0,59.008762
Stuttgart,"CF, AMF",3.2,2.96,29.03,2.13,0.43,0.5,3.29,44.93,13.043,0.62,15.38,1.57,51.52,6.96,4.72,0.91,0.1,26.85,75.84,0.12,0.81,0.62,3.0,2.24,48.94,1.62,9.81495568239471,64.23,Germany 1.,94.29,47.65866,19000000.0,48.361062
Stuttgart,"CF, AMF, LWF",3.26,6.86,33.58,2.97,0.5,0.53,2.1,61.9,28.571,0.6,41.67,3.91,44.87,18.08,5.71,1.65,0.2,22.34,75.34,0.13,0.25,0.7,2.15,1.85,51.35,2.35,7.171655282920376,81.11,Germany 1.,94.29,60.18361999999999,19000000.0,57.12853399999999
Sunderland,CF,2.11,3.46,33.33,1.49,0.33,0.36,2.11,46.43,15.476,0.63,20.0,1.76,58.57,5.82,3.46,0.9,0.43,8.53,72.06,0.05,0.03,0.2,0.43,0.43,64.71,0.48,10.699251399095186,58.59,England 2.,71.43,53.23053834,2000000.0,52.261376838
Sunderland,"CF, RAMF",3.63,3.76,15.79,1.46,0.33,0.33,1.95,49.15,16.949,1.19,25.0,5.25,56.6,11.84,3.76,2.94,0.73,8.94,69.37,0.11,0.07,0.46,0.56,0.82,52.0,0.66,12.178272604947626,49.14,England 2.,71.43,44.64496763999999,2000000.0,46.251477347999995
Swansea City,CF,1.72,5.11,31.25,2.84,0.24,0.39,2.04,39.22,13.725,0.04,100.0,0.52,38.46,3.03,3.11,0.24,0.0,9.38,73.19,0.01,0.0,0.12,0.48,0.08,100.0,0.16,12.533374103642183,46.88,England 2.,71.43,42.59169888,205000.0,44.814189216
Swansea City,"CF, RAMF",5.5,6.21,35.23,3.51,0.21,0.21,0.99,50.0,21.429,1.41,35.0,1.27,55.56,6.14,1.9,0.42,0.21,14.6,78.74,0.02,0.0,0.21,1.13,0.92,53.85,0.28,12.801212085695619,45.17,England 2.,71.43,41.03811942,205000.0,43.726683593999994
Torino,CF,2.11,5.510000000000001,30.88,1.75,0.28,0.32,1.8666666666666665,38.66,14.546,0.3733333333333333,43.59,1.47,47.53666666666667,7.3566666666666665,3.1733333333333333,0.4566666666666666,0.043333333333333335,16.173333333333332,76.72666666666667,0.04666666666666667,0.06333333333333334,0.2933333333333333,1.7633333333333334,0.62,34.39333333333334,0.5,9.610109084500278,65.54,Italy 1.,97.14,48.630680000000005,6500000.0,61.898618857142864
Torino,"CF, LW, LAMF",2.33,1.47,21.05,2.25,0.0,0.19,1.86,25.0,0.0,2.09,18.52,4.96,39.06,12.79,3.18,2.87,0.47,21.32,69.09,0.03,0.31,0.23,1.32,2.02,50.0,0.78,13.438092500048722,41.1,Italy 1.,97.14,30.496199999999998,6500000.0,49.20448285714286
Torino,"CF, LW, LCMF",5.04,7.18,35.14,3.08,0.19,0.31,1.75,55.56,11.111,1.36,28.57,3.49,44.44,11.06,2.52,1.94,0.19,16.49,72.94,0.1,0.0,0.39,1.16,1.55,62.5,0.39,9.649066677178984,65.29,Italy 1.,97.14,48.44518,6500000.0,61.76876885714286
Tottenham Hotspur,CF,2.945,4.86,34.24,2.715,0.46499999999999997,0.47,2.1550000000000002,46.364999999999995,21.683500000000002,0.775,25.0,1.995,32.769999999999996,8.370000000000001,3.7,1.05,0.395,12.465,73.465,0.065,0.305,0.21000000000000002,1.31,0.905,59.644999999999996,0.625,7.118045641044143,81.45,England 1.,100.0,60.43589999999999,39000000.0,57.30512999999999
Toulouse,CF,3.2,6.71,29.37,1.4,0.27,0.36,2.08,48.72,12.821,0.27,20.0,0.69,69.23,5.33,3.25,0.59,0.16,12.14,76.75,0.06,0.0,0.16,1.22,0.64,58.33,0.64,11.59581265318044,52.86,France 1.,91.43,39.22212,2650000.0,42.455484
Toulouse,"CF, LWF",3.53,4.68,31.91,1.97,0.3,0.39,2.29,45.65,13.043,0.8,6.25,3.43,49.28,10.5,4.18,1.54,0.3,17.26,75.79,0.07,0.0,0.25,1.74,1.04,66.67,0.9,8.342631743438716,73.63,France 1.,91.43,54.63345999999999,2650000.0,53.243421999999995
Udinese,CF,2.783333333333333,5.2,33.13,1.5899999999999999,0.18000000000000002,0.26666666666666666,1.75,29.373333333333335,10.041666666666666,0.6066666666666667,11.11,1.62,44.06666666666666,10.483333333333334,3.2466666666666666,0.85,0.16333333333333333,19.136666666666667,78.49333333333333,0.05333333333333334,0.21000000000000005,0.10000000000000002,2.31,0.9433333333333334,44.580000000000005,0.5966666666666667,10.121915728730773,62.27,Italy 1.,97.14,46.20434,4200000.0,50.343038
Udinese,"CF, AMF",3.98,4.86,29.55,1.62,0.22,0.09,1.33,25.0,16.667,0.55,20.0,2.65,45.83,7.96,1.22,1.0,0.33,19.79,82.12,0.03,0.0,0.11,1.77,1.0,55.56,0.55,13.867541930749715,38.36,Italy 1.,97.14,28.463119999999993,4200000.0,37.924184
Udinese,"CF, RWF, RW",2.65,0.65,26.67,0.91,0.3,0.44,2.31,52.83,15.094,5.09,34.19,7.39,58.24,14.05,2.96,3.78,0.91,31.54,72.0,0.21,0.3,0.61,4.09,5.39,46.77,1.22,16.588963499832627,20.99,Italy 1.,97.14,15.574579999999997,4200000.0,28.902206
Union Berlin,CF,3.12,9.53,41.405,1.81,0.27,0.43,2.0300000000000002,37.035,12.963,0.27,25.0,0.635,43.75,7.965,3.12,0.225,0.045,14.06,74.13,0.04,0.09,0.09,1.175,0.45,20.0,0.36,9.344485839239189,67.23,Germany 1.,94.29,49.88466,3500000.0,49.919261999999996
Union Berlin,"CF, AMF, LWF",4.65,3.82,24.35,2.24,0.3,0.29,2.36,32.39,12.676,3.02,24.18,5.88,53.67,15.01,3.85,3.12,1.23,21.21,70.42,0.08,0.27,0.4,1.2,2.76,42.17,0.9,13.11512611418849,43.16,Germany 1.,94.29,32.024719999999995,3500000.0,37.417303999999994
Union Berlin,"CF, AMF, RWF",3.62,3.69,26.42,2.08,0.0,0.14,1.39,30.0,0.0,2.36,44.12,1.6,47.83,6.33,2.43,1.04,0.49,23.93,71.8,0.06,0.07,0.49,1.18,2.36,50.0,0.42,12.889542500450583,44.6,Germany 1.,94.29,33.093199999999996,3500000.0,38.16524
Union Saint-Gilloise,CF,3.755,6.505,43.364999999999995,1.9300000000000002,0.36,0.53,2.58,40.475,17.4605,1.295,31.665,4.1850000000000005,43.54,13.825,4.79,1.71,0.25,15.629999999999999,68.35000000000001,0.060000000000000005,0.16499999999999998,0.42,1.3900000000000001,1.32,25.825,0.5349999999999999,8.435039120430787,73.04,Belgium 1.,68.57,68.57301968000002,375000.0,63.00111377600001
Union Saint-Gilloise,"CF, LWF",3.83,1.79,13.51,1.89,0.39,0.41,2.38,34.69,18.367,0.82,29.41,4.07,45.24,9.94,4.22,2.09,0.58,13.92,71.78,0.09,0.1,0.19,1.07,1.02,61.9,1.45,9.582229455268603,65.72,Belgium 1.,68.57,61.70069623999999,375000.0,58.19048736799999
Union Saint-Gilloise,"CF, RWF",5.6,2.11,21.88,2.65,0.43,0.56,3.0,52.75,17.582,1.02,35.48,5.66,46.51,13.56,4.31,2.77,1.09,20.9,77.48,0.16,0.13,0.46,1.68,1.19,77.78,1.09,10.800057675772301,57.94,Belgium 1.,68.57,54.396505479999995,375000.0,53.07755383599999
Valencia,CF,3.26,6.03,32.916666666666664,1.7133333333333332,0.35333333333333333,0.39333333333333337,1.8166666666666667,36.26,20.649333333333335,0.27666666666666667,51.666666666666664,1.5466666666666669,50.99,7.59,3.3066666666666666,0.49333333333333335,0.2133333333333333,13.136666666666665,76.91333333333334,0.02,0.05333333333333334,0.09999999999999999,0.9333333333333332,0.39999999999999997,48.333333333333336,0.3433333333333333,10.122644857063056,62.27,Spain 1.,94.29,46.20434,7425000.0,60.52160942857142
Valencia,"CF, RW, LW",3.69,4.53,25.58,3.03,0.11,0.3,2.63,28.0,4.0,0.95,55.56,0.84,37.5,4.43,2.53,0.95,0.11,21.18,72.14,0.06,0.11,0.32,2.11,0.95,55.56,0.11,11.012095792575062,56.59,Spain 1.,94.29,41.989779999999996,7425000.0,57.57141742857142
Venezia,CF,2.476,6.008,28.496,1.7420000000000002,0.134,0.28200000000000003,1.484,39.69,12.296,0.666,25.282,1.8059999999999998,49.834,7.848000000000001,2.69,0.984,0.152,17.482,71.728,0.06799999999999999,0.142,0.18,1.6300000000000001,1.1780000000000002,45.524,0.6759999999999999,10.307372142545299,61.09,Italy 1.,97.14,45.328779999999995,2466666.6666666665,46.73014599999999
Venezia,"CF, RWF, AMF",4.15,2.17,22.03,1.28,0.11,0.17,1.51,26.83,7.317,2.13,36.21,4.96,52.59,16.05,2.76,2.57,0.7,15.65,73.94,0.08,0.04,0.44,1.73,2.17,54.24,0.99,13.466367983245686,40.92,Italy 1.,97.14,30.36264,2466666.6666666665,36.253848
Villarreal,CF,3.1733333333333333,3.8633333333333333,49.71333333333333,2.046666666666667,0.38000000000000006,0.48,2.566666666666667,44.333333333333336,19.098,0.7966666666666667,42.06333333333333,3.0700000000000003,54.98,9.12,3.9933333333333336,1.72,0.5133333333333333,18.82,77.26,0.12666666666666668,0.3499999999999999,0.47333333333333333,2.8333333333333335,1.8166666666666667,65.89666666666666,1.1633333333333333,8.57357516240677,72.16,Spain 1.,94.29,53.542719999999996,6375000.0,64.80133257142856
Villarreal,"CF, RW",3.41,2.11,30.77,1.89,0.16,0.24,1.89,45.71,8.571,1.57,31.03,4.59,55.29,11.95,4.16,3.35,0.76,31.3,83.25,0.21,0.11,0.81,1.62,2.43,75.56,2.43,12.69296607708887,45.86,Spain 1.,94.29,34.028119999999994,6375000.0,51.141112571428565
Watford,CF,3.295,6.63,32.575,2.105,0.25,0.29,1.44,38.235,18.137500000000003,0.235,16.665,0.6950000000000001,35.415,6.395,2.455,0.5700000000000001,0.13,12.335,77.715,0.015,0.02,0.11499999999999999,0.79,0.45999999999999996,58.730000000000004,0.26,10.890691712740646,57.36,England 2.,71.43,52.11305135999999,1400000.0,51.47913595199999
Werder Bremen,CF,2.0,4.053333333333334,40.74666666666666,2.15,0.22666666666666666,0.45999999999999996,2.856666666666667,45.330000000000005,12.254666666666667,1.5199999999999998,22.599999999999998,1.9733333333333334,48.806666666666665,6.466666666666666,4.1066666666666665,1.11,0.25666666666666665,22.36,71.23666666666666,0.17666666666666667,0.36000000000000004,0.54,1.86,1.97,49.60999999999999,1.3633333333333333,7.425910716863839,79.48,Germany 1.,94.29,58.97416,6000000.0,66.99619771428571
Werder Bremen,"CF, RWF",5.32,2.29,26.47,2.26,0.4,0.24,1.55,43.48,26.087,1.28,36.84,2.29,47.06,10.78,3.03,1.62,0.47,20.95,75.88,0.06,0.0,0.47,1.95,2.02,53.33,0.94,9.756049646806899,64.61,Germany 1.,94.29,47.940619999999996,6000000.0,59.272719714285714
