Team,Position,Defensive duels per 90,Aerial duels per 90,"Aerial duels won, %",PAdj Interceptions,Non-penalty goals per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,Touches in box per 90,Progressive runs per 90,Accelerations per 90,Passes per 90,"Accurate passes, %",xA per 90,Smart passes per 90,Key passes per 90,Passes to final third per 90,Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Distance,Club Fit %,League,League Strength,Adjusted Fit %,Avg Team Market Value,Final Fit %
Independiente Rivadavia,"CF, RWF",3.62,7.45,24.32,2.22,0.4,0.27,1.61,50.0,25.0,0.0,0.0,0.4,50.0,5.23,2.21,0.2,0.0,16.31,79.01,0.04,0.0,0.0,2.42,0.6,100.0,0.6,9.348313216065677,71.46,Argentina 1.,71.43,67.9949971364938,787500.0,66.19549742284443
Independiente Rivadavia,"CF, RWF, LCMF",4.92,7.81,39.13,1.67,0.68,0.31,1.87,63.64,36.364,0.68,0.0,3.23,52.63,10.02,2.55,0.85,0.17,15.45,70.33,0.0,0.0,0.0,1.36,0.0,0.0,0.0,8.973020021244027,72.61,Argentina 1.,71.43,69.08923512567611,787500.0,67.1803116131085
Instituto,CF,2.87,3.82,29.17,1.71,0.0,0.34,2.39,26.67,0.0,1.27,37.5,2.55,50.0,10.99,4.62,0.16,0.0,12.58,72.15,0.04,0.16,0.16,0.8,1.12,71.43,0.64,8.150407368348757,75.12,Argentina 1.,71.43,71.47752847597837,1000000.0,69.32977562838055
Instituto,"CF, LW",4.58,1.7,24.14,3.71,0.23,0.2,2.58,29.55,11.364,3.17,25.93,5.57,42.11,16.9,1.94,1.53,1.0,21.94,69.79,0.12,0.29,0.29,2.58,3.4,41.38,0.76,14.14174677552276,56.83,Argentina 1.,71.43,54.07438689150493,1000000.0,53.66694820235444
Internacional,CF,3.44,5.06,20.0,2.61,0.2,0.4,2.02,60.0,10.0,0.61,0.0,2.02,40.0,9.91,3.64,0.81,0.2,12.34,80.33,0.07,0.0,0.0,0.61,0.61,33.33,0.81,7.928916913675642,75.79,Brazil 1.,82.86,73.95252052179447,2500000.0,71.55726846961502
Internazionale,CF,2.895,3.8875,44.5625,2.2775,0.3725,0.42000000000000004,2.1799999999999997,40.715,17.74475,0.5974999999999999,42.1525,1.595,57.4625,7.31,4.8575,1.1775,0.2175,20.4625,79.32,0.135,0.245,0.5825,1.4525,1.4649999999999999,65.42750000000001,1.6524999999999999,9.641383029701675,70.57,Italy 1.,97.14,68.97320499840916,39000000.0,67.07588449856824
Internazionale,"CF, AMF",3.57,2.92,25.93,2.47,0.22,0.21,1.3,50.0,16.667,0.87,37.5,1.41,69.23,4.77,3.57,2.27,0.22,39.1,89.47,0.17,0.32,0.43,4.77,1.84,82.35,1.95,17.385929212772687,46.92,Italy 1.,97.14,45.85833609926822,39000000.0,46.2725024893414
Ipswich Town,CF,2.775,5.695,46.575,1.3599999999999999,0.335,0.305,1.83,48.44,20.0895,0.44500000000000006,25.0,2.345,62.54,8.969999999999999,2.645,1.7049999999999998,0.315,10.605,64.755,0.035,0.065,0.23,0.895,0.8099999999999999,51.665,0.66,8.018563455849744,75.52,England 1.,100.0,72.0702464,6000000.0,70.86322176
Juventude,CF,5.02,3.95,30.77,2.45,0.3,0.17,2.13,42.86,14.286,0.61,25.0,1.06,57.14,6.54,3.04,1.52,0.3,9.88,69.23,0.02,0.15,0.46,1.67,0.3,0.0,0.3,9.30748212811511,71.59,Brazil 1.,82.86,69.85434680241808,700000.0,67.86891212217627
Juventude,"CF, LCMF",7.2,2.67,56.52,2.24,0.12,0.12,1.28,27.27,9.091,0.46,25.0,2.09,44.44,9.41,1.63,1.63,0.23,21.95,79.37,0.01,0.12,0.0,2.44,0.81,28.57,0.58,11.948731170074367,63.52,Brazil 1.,82.86,61.97999872733058,700000.0,60.781998854597525
Juventus,CF,3.095,3.25,29.565,1.4249999999999998,0.395,0.495,2.5549999999999997,48.0,23.143,1.02,23.335,3.085,45.349999999999994,9.345,4.795,1.13,0.060000000000000005,15.11,72.995,0.07,0.14500000000000002,0.395,0.96,0.9950000000000001,51.055,0.755,6.700889228865531,79.54,Italy 1.,97.14,77.74023984091633,55000000.0,74.9662158568247
Lanús,CF,3.84,3.92,27.45,2.56,0.15,0.31,2.0,42.31,11.538,0.69,33.33,1.0,61.54,8.83,3.61,0.54,0.0,19.89,68.34,0.07,0.08,0.54,1.69,1.23,56.25,0.77,9.00844241363613,72.5,Argentina 1.,71.43,68.98456888323258,1700000.0,67.08611199490932
Las Palmas,CF,2.98,7.445,39.739999999999995,2.625,0.245,0.315,1.705,47.415,15.588999999999999,0.685,40.665,1.9249999999999998,49.445,8.605,3.49,0.9349999999999999,0.175,16.5,73.71,0.08499999999999999,0.09,0.265,1.325,0.845,59.910000000000004,0.6399999999999999,6.847095654559784,79.1,Spain 1.,94.29,79.1,5466666.666666667,76.65666666666667
Las Palmas,"CF, RAMF",3.47,6.32,41.67,2.65,0.0,0.29,1.58,40.0,0.0,1.16,27.27,0.84,50.0,5.68,3.47,0.42,0.0,17.16,72.39,0.01,0.0,0.11,0.95,0.84,37.5,0.21,7.740727431702787,76.37,Spain 1.,94.29,76.37,5466666.666666667,74.19966666666667
Lazio,CF,3.01,5.22,44.97,2.27,0.28,0.52,3.43,41.84,10.204,1.19,29.41,1.82,44.23,5.67,4.9,0.88,0.18,17.78,72.24,0.11,0.42,0.49,2.49,1.23,37.14,0.91,7.650017602545578,76.65,Italy 1.,97.14,74.91563218262807,12500000.0,74.92406896436526
Lazio,"CF, LAMF",4.27,5.96,38.81,2.81,0.18,0.19,1.42,37.5,12.5,1.33,26.67,1.69,57.89,7.56,2.93,1.51,0.09,20.01,76.89,0.06,0.27,0.36,1.33,1.78,55.0,0.8,9.881366236302958,69.83,Italy 1.,97.14,68.24994905822463,12500000.0,68.92495415240217
Le Havre,CF,3.1799999999999997,5.515000000000001,36.79,1.865,0.20500000000000002,0.25,1.4649999999999999,44.72,18.611,0.25,11.11,0.635,44.285,5.615,2.21,0.055,0.0,13.05,82.3,0.030000000000000002,0.05,0.08,1.2149999999999999,0.33999999999999997,61.905,0.295,8.19108943051001,74.99,France 1.,91.43,74.53508134478736,1100000.0,72.08157321030862
Lecce,CF,2.03,7.09,34.88,1.21,0.25,0.37,3.44,32.0,8.8,0.33,16.67,2.09,46.05,9.7,3.24,1.35,0.33,15.61,70.42,0.07,0.16,0.3,1.54,0.93,47.06,0.69,6.7495859460361505,79.39,Italy 1.,97.14,77.59363390709514,4100000.0,74.83427051638563
Lecce,"CF, LAMF",5.54,6.35,31.75,2.21,0.1,0.2,1.31,38.46,7.692,2.52,16.0,4.43,54.55,11.89,4.23,1.61,0.2,27.11,66.91,0.11,0.91,0.3,2.72,3.12,41.94,1.21,14.232731914129547,56.55,Italy 1.,97.14,55.27043705058862,4100000.0,54.74339334552976
Leeds United,CF,2.925,4.97,16.94,2.88,0.33499999999999996,0.465,2.44,42.56,14.061,0.5,31.665,1.46,41.0,8.059999999999999,3.4749999999999996,1.04,0.09,18.09,77.805,0.07,0.28500000000000003,0.33999999999999997,1.83,1.2149999999999999,63.655,0.9199999999999999,7.929121660707031,75.79,England 2.,71.43,72.11504104358893,7600000.0,72.50353693923003
Leganés,CF,3.7299999999999995,7.42,36.655,1.78,0.0,0.165,0.9349999999999999,45.97,1.613,0.285,16.665,0.975,71.62,7.105,1.775,0.48,0.045,12.04,64.36,0.045,0.14500000000000002,0.22,1.205,0.55,71.055,0.265,11.59070051760303,64.62,Spain 1.,94.29,64.62,3840000.0,63.15800000000001
Leganés,"CF, LWF",1.81,9.49,30.28,1.57,0.2,0.25,1.6,33.33,12.5,0.6,11.11,0.87,30.77,7.02,2.61,0.67,0.07,10.43,69.23,0.0,0.0,0.0,1.34,0.6,22.22,0.07,6.962792693676008,78.74,Spain 1.,94.29,78.74,3840000.0,75.866
Leganés,"CF, LWF, AMF",3.84,3.84,28.57,1.74,0.37,0.15,1.74,47.37,21.053,1.1,33.33,2.47,55.56,10.6,1.37,0.82,0.09,22.84,78.8,0.04,0.09,0.27,2.19,1.74,52.63,0.64,11.342663310910863,65.37,Spain 1.,94.29,65.37,3840000.0,63.833000000000006
Leganés,"CF, RW, RAMF",5.49,1.28,13.79,3.25,0.18,0.33,1.9,37.21,18.605,1.37,61.29,4.43,61.0,13.68,1.55,1.9,0.31,23.86,75.14,0.23,0.44,0.84,3.76,2.66,50.0,1.06,15.84509503621043,51.63,Spain 1.,94.29,51.63,3840000.0,51.467000000000006
Leicester City,CF,2.31,3.6,40.83,1.19,0.21,0.31,1.5,50.0,16.0,0.63,23.81,0.78,69.23,2.82,2.97,0.6,0.09,9.79,76.07,0.1,0.0,0.42,0.63,0.45,73.33,0.6,9.309321006248863,71.58,England 1.,100.0,68.31022560000001,6500000.0,67.97920304000002
Leicester City,"CF, RWF, RW",5.77,4.51,32.56,1.58,0.1,0.15,1.15,36.36,9.091,0.42,0.0,1.36,38.46,4.93,2.41,1.05,0.31,14.48,76.09,0.0,0.1,0.0,1.05,0.63,16.67,0.1,9.727503298761574,70.3,England 1.,100.0,67.088696,6500000.0,66.8798264
Lens,CF,2.38,4.475,32.355,1.585,0.36,0.425,2.7,40.915000000000006,13.575,0.34,14.285,2.4050000000000002,50.33,11.219999999999999,4.88,0.9550000000000001,0.15,16.05,77.50999999999999,0.08,0.0,0.28,1.185,0.84,61.925,0.98,7.365651713141522,77.51,France 1.,91.43,77.03979403966488,3000000.0,74.3358146356984
Lens,"CF, LW",4.82,2.68,40.0,1.09,0.27,0.28,1.52,41.18,17.647,0.71,25.0,1.79,45.0,6.07,3.57,1.43,0.09,21.25,81.09,0.09,0.27,0.27,1.7,1.88,61.9,1.52,9.478425165895807,71.06,France 1.,91.43,70.62892226110935,3000000.0,68.56603003499842
Lens,"CF, RW, LB",5.81,2.02,37.5,2.68,0.25,0.33,1.64,38.46,15.385,2.65,42.86,3.03,58.33,9.85,3.91,0.88,0.25,20.83,75.76,0.1,0.25,0.38,1.39,1.89,60.0,0.5,10.268981778403663,68.65,France 1.,91.43,68.23354226323048,3000000.0,66.41018803690743
Lens,"CF, RW, RCMF",3.43,3.66,55.7,3.9,0.05,0.23,1.85,42.5,2.5,3.98,32.56,2.32,52.0,5.84,3.66,2.13,0.05,43.77,75.98,0.06,0.46,0.37,5.47,3.89,51.19,1.44,16.33991537475123,50.12,France 1.,91.43,49.81595248700817,3000000.0,49.834357238307355
Lille,CF,3.0999999999999996,2.875,39.705,1.98,0.28500000000000003,0.6200000000000001,2.2199999999999998,55.93,20.274,0.385,54.17,1.3599999999999999,67.405,6.795,3.7750000000000004,0.655,0.225,16.32,80.13499999999999,0.1,0.13,0.48,1.02,0.785,87.88,1.01,9.315516765187356,71.56,France 1.,91.43,71.12588906564854,31000000.0,69.01330015908368
Liverpool,CF,4.546666666666667,4.739999999999999,38.166666666666664,2.256666666666667,0.47666666666666674,0.5333333333333333,2.56,45.81999999999999,20.03233333333333,0.5666666666666667,20.169999999999998,1.9400000000000002,36.699999999999996,5.293333333333334,4.506666666666667,1.4000000000000001,0.36000000000000004,15.286666666666667,75.16333333333334,0.07333333333333333,0.06666666666666667,0.24666666666666667,1.54,0.8366666666666666,39.48666666666667,0.7466666666666666,5.2539176646016434,83.96,England 1.,100.0,80.1247072,40150000.0,77.11223648
Luton Town,CF,3.58,10.725,43.12,2.84,0.165,0.36,1.7850000000000001,49.545,11.134,0.79,19.325,2.325,54.425,10.575,3.965,0.86,0.11000000000000001,14.219999999999999,73.35,0.045,0.04,0.135,1.04,0.985,34.75,0.585,6.889986135055071,78.97,England 2.,71.43,75.14084696150175,9666666.666666666,77.29342893201824
Luton Town,"CF, RW, AMF",3.06,8.46,29.13,2.87,0.27,0.29,2.07,29.03,12.903,0.93,35.71,1.8,44.44,9.46,3.66,0.67,0.2,13.92,74.16,0.03,0.07,0.13,0.67,0.6,66.67,0.73,6.738110407955763,79.43,England 2.,71.43,75.5785421571747,9666666.666666666,77.6873546081239
Mainz 05,CF,2.6799999999999997,7.475,29.549999999999997,1.82,0.48,0.5549999999999999,2.73,46.370000000000005,19.107,1.04,35.415,2.735,38.025000000000006,8.2,4.25,1.315,0.16999999999999998,17.395,76.53,0.11,0.1,0.385,1.255,1.135,52.585,0.75,6.6040754136477275,79.84,Germany 1.,94.29,79.84,7000000.0,78.85600000000001
Mainz 05,"CF, RWF, AMF",4.42,4.21,31.71,1.61,0.21,0.31,2.36,30.43,8.696,0.92,44.44,4.52,38.64,11.71,3.6,2.26,0.41,19.11,72.58,0.07,0.1,0.31,1.44,1.23,50.0,0.92,9.23574430855777,71.8,Germany 1.,94.29,71.8,7000000.0,71.62
Mallorca,CF,2.495,9.2,42.599999999999994,2.38,0.24000000000000002,0.345,1.7000000000000002,41.21,18.384,0.615,21.425,1.015,45.835,9.675,3.485,0.385,0.025,14.48,72.68,0.065,0.04,0.29500000000000004,1.4,0.515,43.75,0.56,5.432511667140847,83.42,Spain 1.,94.29,83.42,4700000.0,80.078
Mallorca,"CF, AMF",1.68,7.81,31.37,2.0,0.15,0.39,1.68,54.55,18.182,0.0,0.0,0.31,50.0,8.72,2.3,0.0,0.0,10.56,72.46,0.04,0.0,0.0,1.38,0.31,100.0,0.61,7.27066048832177,77.8,Spain 1.,94.29,77.8,4700000.0,75.02
Mallorca,"CF, AMF, LW",6.91,2.93,45.33,3.56,0.16,0.13,1.17,30.0,13.333,1.91,40.82,2.27,56.9,7.93,1.72,1.48,0.43,23.52,77.74,0.14,0.27,0.31,2.77,2.38,45.9,0.51,13.139498478572019,59.89,Spain 1.,94.29,59.89000000000001,4700000.0,58.90100000000001
Manchester City,CF,1.82,3.76,51.61,1.72,0.58,0.65,3.12,57.28,21.359,0.21,28.57,1.03,52.94,4.76,4.91,0.55,0.18,10.01,71.52,0.06,0.03,0.3,0.39,0.46,66.67,0.88,6.3327664492698945,80.67,England 1.,100.0,76.98499440000002,101000000.0,74.28649496000001
Manchester City,"CF, AMF, RAMF",4.86,1.09,26.67,2.79,0.51,0.34,3.48,37.5,14.583,1.02,35.71,3.63,50.0,10.3,4.28,2.61,0.51,22.26,82.08,0.18,0.07,0.44,0.94,2.54,74.29,1.67,12.721169124383186,61.16,England 1.,100.0,58.3662112,101000000.0,57.529590080000006
Manchester United,CF,1.8,5.7,25.9,0.84,0.16,0.23,1.19,51.72,13.793,0.49,33.33,1.72,47.62,8.98,2.83,0.86,0.21,12.01,80.2,0.06,0.12,0.29,0.82,0.49,50.0,0.25,9.126171593695364,72.14,England 1.,100.0,68.8446448,57500000.0,66.96018032
Manchester United,"CF, AMF",2.52,4.37,20.51,3.14,0.17,0.24,1.4,44.0,12.0,0.45,25.0,2.13,47.37,9.25,2.41,0.79,0.22,22.09,77.66,0.06,0.45,0.17,2.41,0.9,43.75,0.56,10.496252509884362,67.96,England 1.,100.0,64.8555872,57500000.0,63.37002848
Middlesbrough,CF,2.84,4.89,36.19,2.33,0.42,0.51,2.47,49.06,20.755,0.33,0.0,1.86,47.5,6.7,3.91,0.74,0.28,11.31,78.19,0.1,0.14,0.23,0.98,0.88,68.42,1.12,5.847723565195016,82.15,England 2.,71.43,78.16665287941458,1333333.3333333333,75.34998759147312
Middlesbrough,"CF, AMF",1.94,1.45,17.07,1.7,0.39,0.47,2.08,47.46,22.034,0.92,11.54,2.51,59.15,6.5,4.38,1.06,0.18,16.78,85.47,0.07,0.04,0.39,0.74,0.81,60.87,1.06,10.377171230095323,68.32,England 2.,71.43,65.00725167037862,1333333.3333333333,63.50652650334076
Middlesbrough,"CF, RW, RAMF",2.94,2.8,33.33,2.97,0.27,0.5,1.74,53.85,23.077,2.67,15.0,3.2,62.5,8.15,3.74,1.47,0.67,15.36,64.35,0.1,0.13,0.27,1.2,1.74,0.0,0.27,9.975630826795738,69.55,England 2.,71.43,66.17761056315622,1333333.3333333333,64.5598495068406
Milan,CF,2.5149999999999997,4.01,31.255000000000003,3.025,0.38,0.5349999999999999,2.16,42.290000000000006,17.884999999999998,0.355,43.335,1.9100000000000001,41.185,6.15,3.47,0.9600000000000001,0.125,12.469999999999999,77.08500000000001,0.07,0.23,0.32999999999999996,1.02,0.7,63.46,0.7949999999999999,5.620101335247977,82.84,Italy 1.,97.14,80.96557038498251,23250000.0,77.86901334648427
Milan,"CF, AMF",3.135,3.17,39.019999999999996,1.5099999999999998,0.33499999999999996,0.355,1.8,35.489999999999995,18.7065,0.835,30.555,1.205,38.335,5.865,3.6449999999999996,0.715,0.21999999999999997,19.155,81.105,0.05,0.19,0.26,2.4850000000000003,1.38,52.644999999999996,0.815,7.290857594533384,77.74,Italy 1.,97.14,75.98096863506204,23250000.0,73.38287177155584
Millwall,CF,2.99,6.81,25.695,2.06,0.195,0.275,1.465,43.75,12.5,0.8999999999999999,10.0,1.3050000000000002,56.58,6.905,2.73,0.61,0.21500000000000002,9.71,63.47,0.045,0.03,0.09,0.905,0.385,20.0,0.4,8.586158941296535,73.79,England 2.,71.43,70.21201845370666,733333.3333333334,68.19081660833601
Millwall,"CF, AMF",2.88,12.86,37.76,2.66,0.42,0.34,1.75,56.52,26.087,0.68,16.67,0.95,44.0,6.49,3.19,0.27,0.04,13.05,62.21,0.04,0.08,0.11,1.33,0.8,33.33,0.61,6.026609358294821,81.6,England 2.,71.43,77.64332166719694,733333.3333333334,74.87898950047725
Mirassol,CF,3.92,5.02,40.63,1.41,0.16,0.2,2.2,57.14,7.143,0.16,0.0,1.72,36.36,6.9,2.51,0.63,0.0,10.19,66.15,0.0,0.0,0.0,1.1,0.63,25.0,0.16,7.256470974026331,77.85,Brazil 1.,82.86,75.96257715558383,266666.6666666667,73.36631944002545
Mirassol,"CF, LAMF",3.57,1.95,33.33,1.43,0.16,0.15,1.14,28.57,14.286,0.65,50.0,2.92,44.44,8.27,2.27,1.14,0.16,13.95,76.74,0.06,0.0,0.16,1.3,0.97,50.0,0.81,9.885705301114646,69.82,Brazil 1.,82.86,68.12725930639516,266666.6666666667,66.31453337575564
Mirassol,"CF, LAMF, LWF",7.04,2.64,16.67,2.91,0.29,0.39,2.79,26.32,10.526,1.61,54.55,3.96,48.15,11.58,4.4,2.05,0.0,15.83,75.0,0.1,0.15,0.88,1.03,2.2,66.67,1.91,12.047290691316233,63.22,Brazil 1.,82.86,61.68727203308941,266666.6666666667,60.51854482978047
Monaco,CF,2.21,3.5500000000000003,26.909999999999997,1.3066666666666666,0.5466666666666666,0.53,2.686666666666666,48.74666666666667,21.721333333333334,0.9700000000000001,29.74333333333333,2.2866666666666666,39.14333333333334,9.433333333333332,5.010000000000001,0.9899999999999999,0.15,13.636666666666665,72.30666666666667,0.14333333333333334,0.09333333333333334,0.5333333333333333,1.0966666666666667,1.1133333333333333,49.800000000000004,1.0766666666666667,7.384072233805728,77.46,France 1.,91.43,76.99009735921094,12250000.0,77.04108762328984
Monaco,"CF, AMF",3.61,3.21,38.89,1.82,0.27,0.47,2.23,38.0,12.0,0.54,33.33,2.54,47.37,12.05,4.24,0.62,0.18,18.25,73.11,0.14,0.4,0.54,1.7,1.7,52.63,1.43,8.313179288658143,74.62,France 1.,91.43,74.16732590942837,12250000.0,74.50059331848554
Montpellier,CF,3.375,5.692500000000001,34.085,1.145,0.07500000000000001,0.215,1.9275,36.349999999999994,4.01825,1.17,22.7475,1.6,61.41,7.6850000000000005,2.6550000000000002,0.845,0.0925,15.6975,71.4975,0.04,0.1575,0.2125,1.835,1.32,45.552499999999995,0.53,9.058013378499622,72.35,France 1.,91.43,71.91109661682044,3950000.0,69.7199869551384
Monza,CF,2.125,3.81,24.0,1.545,0.135,0.165,1.39,17.855,7.143,0.51,50.0,2.215,57.61,11.620000000000001,2.375,1.9000000000000001,0.27,20.655,81.055,0.030000000000000002,0.135,0.135,1.925,1.1400000000000001,45.835,0.4,11.906124625669648,63.65,Italy 1.,97.14,62.2097845847916,3500000.0,60.98880612631244
Monza,"CF, AMF",3.03,6.33,43.95,2.81,0.2,0.22,1.45,33.33,13.889,1.77,27.27,2.34,56.9,7.34,2.62,1.82,0.44,20.53,78.59,0.04,0.12,0.24,1.33,1.73,53.49,0.69,9.937286207235205,69.66,Italy 1.,97.14,68.08379566656062,3500000.0,66.27541609990456
Monza,"CF, AMF, LWF",3.23,1.36,11.11,1.45,0.05,0.18,1.26,40.0,12.0,1.82,33.33,2.47,42.86,9.43,1.71,1.71,0.4,32.92,84.53,0.08,0.35,0.2,3.18,2.67,50.94,0.91,15.121990636704929,53.83,Italy 1.,97.14,52.61198278396437,3500000.0,52.35078450556794
Moreirense,CF,3.915,7.2,28.995,3.02,0.275,0.295,2.255,43.9,12.195,0.475,21.54,2.145,48.86,8.969999999999999,2.5599999999999996,1.05,0.22499999999999998,12.645,70.43,0.045000000000000005,0.105,0.26,1.27,0.5700000000000001,45.835,0.365,6.910341958790974,78.9,Portugal 1.,71.43,75.07424117085588,350000.0,72.5668170537703
Nacional,CF,2.2175000000000002,7.3149999999999995,37.957499999999996,2.0275,0.19,0.3325,2.0675,33.185,11.384,0.22,18.75,1.0274999999999999,50.0,6.3625,2.7675,0.43,0.015,13.35,72.735,0.0925,0.14,0.4275,1.4125,0.6375,39.167500000000004,0.575,6.318658185690788,80.71,Portugal 1.,71.43,76.79647661469933,720000.0,74.1168289532294
Nacional,"CF, AMF",3.87,0.67,33.33,2.55,0.37,0.57,3.87,50.0,17.308,2.01,25.93,4.84,47.69,10.8,3.43,1.12,0.15,28.91,74.48,0.24,0.15,0.45,5.22,2.83,47.37,1.19,13.871129917821527,57.65,Portugal 1.,71.43,54.85462615335667,720000.0,54.369163538021006
Nantes,CF,4.9,7.68,45.38,2.77,0.32,0.36,2.52,38.46,12.821,0.26,0.0,1.68,34.62,9.61,3.94,0.77,0.52,14.13,71.69,0.01,0.19,0.19,1.68,0.84,53.85,0.58,5.405020029075484,83.5,France 1.,91.43,82.99345635804433,8000000.0,82.6941107222399
Nantes,"CF, RWF",2.42,4.77,34.18,1.47,0.24,0.27,1.99,37.88,13.636,1.54,17.65,3.5,56.9,11.54,3.72,2.11,0.73,15.53,71.01,0.08,0.12,0.33,1.36,1.06,40.0,0.6,9.288980830135495,71.64,France 1.,91.43,71.2054037543748,8000000.0,72.08486337893733
Napoli,CF,3.28,4.945,30.93,2.73,0.245,0.41500000000000004,2.095,32.185,14.809000000000001,0.415,25.0,1.23,54.125,11.355,3.425,1.07,0.32499999999999996,14.74,77.05,0.095,0.185,0.335,1.22,0.9550000000000001,47.355000000000004,0.92,7.424282926246865,77.33,Italy 1.,97.14,75.58024574928413,21666666.666666668,73.02222117435572
Napoli,"CF, LWF, AMF",3.54,1.33,11.11,3.11,0.44,0.3,2.95,37.5,15.0,1.84,40.0,1.84,64.0,6.64,3.61,0.96,0.37,25.89,76.35,0.2,0.22,0.3,3.02,1.92,46.15,0.52,13.42710006594247,59.01,Italy 1.,97.14,57.67477436525613,21666666.666666668,56.90729692873052
Newcastle United,CF,2.76,3.56,17.72,1.54,0.285,0.38,1.875,33.915,12.5,0.935,40.28,2.13,47.84,7.4,4.165,1.5150000000000001,0.42000000000000004,14.65,73.845,0.11,0.18,0.24,1.295,0.94,26.785,0.66,8.798203456631311,73.14,England 1.,100.0,69.79896480000001,44000000.0,67.81906832000001
Newell's Old Boys,CF,2.18,11.39,40.87,1.81,0.1,0.19,1.29,38.46,7.692,0.3,33.33,1.58,43.75,9.21,2.28,0.79,0.2,11.98,64.46,0.01,0.0,0.1,1.98,0.69,85.71,0.5,8.488291166952454,74.09,Argentina 1.,71.43,70.497471842189,2250000.0,68.4477246579701
Newell's Old Boys,"CF, AMF, LW",5.74,2.73,48.28,3.18,0.09,0.23,1.69,27.78,5.556,1.88,35.0,3.67,41.03,9.97,2.92,3.29,0.85,31.5,76.42,0.12,0.19,0.75,3.67,3.1,54.55,1.79,14.143182213371984,56.82,Argentina 1.,71.43,54.06487177855553,2250000.0,53.658384600699975
Nice,CF,3.36,4.41,42.71,1.88,0.32,0.56,3.03,36.36,16.667,2.02,22.73,2.48,50.0,6.44,5.15,1.01,0.46,21.19,73.1,0.2,0.23,0.6,1.29,1.98,37.21,0.78,9.878707829664103,69.84,France 1.,91.43,69.41632325803373,9333333.333333334,71.80802426556369
Nice,"CF, RWF, LWF",3.91,2.32,33.33,2.01,0.15,0.2,1.65,46.88,9.375,2.88,25.0,5.51,56.07,12.36,3.5,3.81,1.13,23.53,75.05,0.17,0.36,0.62,1.44,3.35,58.46,1.6,15.357138259163644,53.12,France 1.,91.43,52.797753314243295,9333333.333333334,56.851311316152305
Nice,"CF, RWF, RW",4.22,2.25,45.71,2.18,0.39,0.29,1.8,46.43,21.429,1.51,36.17,4.64,61.11,14.65,3.7,2.61,0.35,17.96,77.96,0.14,0.26,0.55,1.87,1.71,62.26,1.19,11.811848833262069,63.94,France 1.,91.43,63.552114964471315,9333333.333333334,66.53023680135752
Norwich City,CF,1.88,3.17,36.46,1.92,0.46,0.39,1.92,50.0,25.862,0.36,54.55,1.42,53.49,5.42,2.94,1.16,0.23,13.57,83.21,0.08,0.1,0.3,0.89,0.83,80.0,0.76,8.339308716930505,74.54,England 2.,71.43,70.92565192491251,7400000.0,71.23308673242127
Norwich City,"CF, RWF",2.31,1.58,15.38,1.48,0.0,0.19,1.82,13.33,0.0,4.62,15.79,6.56,68.52,15.55,4.37,3.64,0.49,21.26,66.29,0.12,0.0,0.85,0.97,2.55,42.86,1.09,17.156642424174578,47.62,England 2.,71.43,45.31096786509704,7400000.0,48.17987107858734
Nottingham Forest,CF,2.455,7.215,23.990000000000002,1.235,0.32,0.355,1.6,49.205,21.4285,0.185,50.0,1.155,45.835,8.03,2.795,0.6900000000000001,0.04,13.37,70.955,0.035,0.095,0.15000000000000002,1.13,0.5549999999999999,72.795,0.45999999999999996,7.1044726507434754,78.31,England 1.,100.0,74.73279920000002,17500000.0,72.25951928000002
Olympique Lyonnais,CF,3.61,2.17,24.07,2.22,0.4,0.65,2.25,66.07,26.786,1.44,41.67,2.09,63.46,7.78,4.65,0.52,0.04,21.63,73.65,0.1,0.12,0.56,1.77,1.69,59.52,1.2,10.083400016673536,69.22,France 1.,91.43,68.80008442040514,14500000.0,67.42007597836464
Olympique Lyonnais,"CF, LAMF",2.2,2.57,20.83,2.92,0.43,0.59,2.84,49.06,20.755,1.66,12.9,3.86,37.5,9.7,5.47,1.66,0.32,23.16,78.24,0.19,0.16,0.59,1.23,1.66,41.94,1.55,11.631180006967666,64.49,France 1.,91.43,64.09877844946442,14500000.0,63.188900604517976
Olympique Marseille,CF,3.16,1.98,21.67,1.25,0.29500000000000004,0.515,1.77,59.41,22.157,0.22000000000000003,0.0,1.0350000000000001,50.0,8.274999999999999,3.33,0.81,0.15000000000000002,18.5,83.145,0.115,0.08,0.34500000000000003,1.4849999999999999,0.61,62.5,0.6799999999999999,9.11241618667015,72.18,France 1.,91.43,71.74212790327714,24000000.0,69.56791511294942
Olympique Marseille,"CF, AMF",3.49,1.57,25.0,1.54,0.51,0.45,3.02,51.95,16.883,0.59,33.33,2.75,45.71,8.29,4.28,1.96,0.31,24.78,85.26,0.15,0.16,0.43,1.77,1.18,73.33,1.37,11.280762689915093,65.56,France 1.,91.43,65.16228741117828,24000000.0,63.646058670060455
Osasuna,CF,2.09,8.7,43.51,2.16,0.37,0.57,2.46,42.53,24.138,0.23,12.5,1.19,30.95,6.5,3.56,0.31,0.08,9.07,69.78,0.04,0.03,0.2,0.88,0.54,52.63,0.45,0.0,100.0,Spain 1.,94.29,100.0,4500000.0,95.0
